65465	-6.752296310273882
66118	-6.752296310273882
78305	-6.93368487347204
80891	-6.996794365385741
68756	-6.999637783004361
65501	-7.05131777481977
65311	-7.05131777481977
52721	-7.074561113040145
31784	-7.093201752805564
79698	-7.120132010982471
78998	-7.120132010982471
86691	-7.193326719658536
67433	-7.219495047258201
67275	-7.219495047258201
34733	-7.223789844229459
49229	-7.247930282290073
46122	-7.247930282290073
7741	-7.294984347140794
59518	-7.380065533225494
66181	-7.404001412569457
82689	-7.404888339177855
44221	-7.46474547899203
41556	-7.673192912152175
40131	-7.673192912152175
57876	-8.00883445936136
71894	-8.14393986764527
42848	-8.162152019931128
2738	-8.231378132750375
42847	-8.78559873102671
