43899	5.216291399858794
7359	4.774636268057032
13135	3.8504976625628298
27525	3.4013422707608183
49230	1.4617649523553866
74200	1.29886482658776
47896	1.2799187654396307
69511	1.1427772530402938
30016	1.0857329356495655
26257	1.0452534518314713
71648	0.9604822314694554
12579	0.949022046080807
12658	0.949022046080807
36318	0.9363783057406934
27535	0.9323007814260023
19626	0.9256481347626702
35258	0.9239153057383394
3364	0.9238460884427292
71904	0.8473840554826243
24598	0.8428833129649118
44236	0.8028763973521119
12855	0.7900378484558523
19705	0.7746776278646486
26578	0.7240297969947971
67280	0.6745125039940164
19669	0.6102112756068669
14752	0.5988108100421756
27814	0.5691260906755706
13382	0.4888489460770488
81949	0.4797614557102634
17505	0.47197896326930056
26110	0.471208507184024
24481	0.38507039049304753
24483	0.3791946427828352
24492	0.36998350104367955
35292	0.3387142492700616
12856	0.3078013820118403
13385	0.3028654683532251
39972	0.11318031347833261
73106	0.09980096419251278
19700	0.0
33969	0.0
36435	0.0
5418	0.0
32470	0.0
5410	0.0
33964	0.0
6596	0.0
11633	0.0
81347	0.0
